iter	MAE
431	4.189416636
432	4.186934143
433	4.183635492
434	4.182142664
435	4.181886474
436	4.179308879
437	4.178932803
438	4.177524191
439	4.173921791
440	4.172330606
441	4.170546999
442	4.167152373
443	4.163117024
444	4.159947848
445	4.155371043
446	4.154244255
447	4.153311712
448	4.150440838
449	4.148680805
450	4.14540234
451	4.143521212
452	4.140431358
453	4.139254964
454	4.137953741
455	4.13686508
456	4.133788394
457	4.131062729
458	4.130541369
459	4.129109294
460	4.125595987
461	4.124105346
462	4.123258835
463	4.120717101
464	4.117349902
465	4.113736553
466	4.109697009
467	4.106837369
468	4.104967875
469	4.101711922
470	4.098616083
471	4.096774634
472	4.093063937
473	4.089716125
474	4.086849693
475	4.083516954
476	4.081081445
477	4.077845028
478	4.073866345
479	4.07137384
480	4.068994556
481	4.066854011
482	4.060923987
483	4.059120149
484	4.057763533
485	4.05406251
486	4.051439573
487	4.049471753
488	4.04726216
489	4.045802492
490	4.043817844
491	4.040734792
492	4.03799708
493	4.034344233
494	4.032302879
495	4.030834252
496	4.028928695
497	4.025842115
498	4.025290342
499	4.023922203
500	4.019721343
501	4.016925151
502	4.013765227
503	4.011465515
504	4.008314812
505	4.005031655
506	4.001731127
507	3.997443699
508	3.995788024
509	3.993510056
510	3.992932654
511	3.990043051
512	3.988987921
513	3.987353577
514	3.986366178
515	3.981212072
516	3.97883827
517	3.976893432
518	3.975077616
519	3.972059113
520	3.970462775
521	3.968997877
522	3.966294079
523	3.964169038
524	3.963296855
525	3.959833073
526	3.957718181
527	3.956051916
528	3.955317367
529	3.954507801
530	3.951896899
531	3.949284973
532	3.94765557
533	3.943437273
534	3.942440254
535	3.941617434
536	3.938127015
537	3.936056854
538	3.934285581
539	3.932289767
540	3.928581771
541	3.927171543
542	3.925318174
543	3.923277544
544	3.918525288
545	3.913341797
546	3.909995555
547	3.908437039
548	3.905369964
549	3.90316549
550	3.901163966
551	3.898159852
552	3.896827279
553	3.895870593
554	3.891182935
555	3.889563224
556	3.887295905
557	3.884767634
558	3.881819552
559	3.880467598
560	3.879060277
561	3.877473801
562	3.873882842
563	3.872316609
564	3.871327864
565	3.870155191
566	3.869558181
567	3.868410185
568	3.867900056
569	3.864105449
570	3.862654903
571	3.861609492
572	3.860782729
573	3.859593828
574	3.85833898
575	3.856901818
576	3.852980229
577	3.850679181
578	3.849156725
579	3.848235229
580	3.846971874
581	3.846007482
582	3.845486709
583	3.843297744
584	3.841368501
585	3.840227351
586	3.83930304
587	3.838020629
588	3.836579009
589	3.836133119
590	3.830148877
591	3.829069183
592	3.827536641
593	3.824897123
594	3.824075753
595	3.822356039
596	3.821070374
597	3.819235004
598	3.816872717
599	3.813057794
600	3.811461606
601	3.809979807
602	3.808127323
603	3.805982806
604	3.803515221
605	3.801393789
606	3.798789737
607	3.797769805
608	3.795057305
609	3.794547085
610	3.793169256
611	3.791399411
612	3.790358747
613	3.790060916
614	3.787159058
615	3.785971761
616	3.785175599
617	3.780031083
618	3.779130879
619	3.777730758
620	3.776351148
621	3.775170999
622	3.774575134
623	3.772586353
624	3.771747328
625	3.770445376
626	3.7671977
627	3.766610284
628	3.764321798
629	3.763131284
630	3.761711054
631	3.759054478
632	3.758224346
633	3.75598803
634	3.75459743
635	3.752534689
636	3.751568283
637	3.74983766
638	3.748465914
639	3.747906904
640	3.745650873
641	3.743989273
642	3.741638636
643	3.740502799
644	3.7383831
645	3.736445347
646	3.735660443
647	3.733468709
648	3.731728264
649	3.731158518
650	3.72841931
651	3.726426605
652	3.725385079
653	3.723557032
654	3.719112889
655	3.718674685
656	3.717867828
657	3.715831307
658	3.713127536
659	3.711572226
660	3.708324206
661	3.706628727
662	3.705323034
663	3.703030386
664	3.701287061
665	3.700571746
666	3.699352223
667	3.69656794
668	3.695961411
669	3.695230692
670	3.693786444
671	3.692464879
672	3.690791258
673	3.68930117
674	3.688331328
675	3.686334993
676	3.684715411
677	3.681660307
678	3.680194736
679	3.677299184
680	3.676264605
681	3.674915639
682	3.673721102
683	3.672807809
684	3.671371738
685	3.670308315
686	3.669389382
687	3.667587779
688	3.663855557
689	3.660900106
690	3.660133899
691	3.659248083
692	3.6581846
693	3.655035851
694	3.65342609
695	3.652160165
696	3.651628224
697	3.650774325
698	3.650237821
699	3.649856981
700	3.647881272
701	3.64737856
702	3.646646189
703	3.644641807
704	3.643705357
705	3.641959585
706	3.64088308
707	3.64043682
708	3.639811183
709	3.638044287
710	3.637668539
711	3.63495644
712	3.634717984
713	3.633808728
714	3.63262968
715	3.63106248
716	3.629607819
717	3.628682103
718	3.626690983
719	3.625728634
720	3.622386851
721	3.620742267
722	3.620032448
723	3.61885431
724	3.617510185
725	3.616259286
726	3.61589265
727	3.613721929
728	3.611859647
729	3.609418982
730	3.607886601
731	3.605906128
732	3.604943032
733	3.603575351
734	3.600608088
735	3.60007803
736	3.598843221
737	3.59846758
738	3.597041231
739	3.59585319
740	3.595043336
741	3.59465512
742	3.594050536
743	3.592203093
744	3.59148741
745	3.588572609
746	3.587468205
747	3.587117985
748	3.584430132
749	3.583872734
750	3.583439544
751	3.581277968
752	3.579604298
753	3.578261453
754	3.576871253
755	3.576439076
756	3.575631182
757	3.573857224
758	3.572092453
759	3.56861868
760	3.567899746
761	3.566760856
762	3.565929066
763	3.565768964
764	3.564311072
765	3.563750006
766	3.563074714
767	3.562895352
768	3.561684129
769	3.559851171
770	3.558132978
771	3.557969605
772	3.555526647
773	3.555122806
774	3.553466586
775	3.55052942
776	3.547985892
777	3.547626574
778	3.545472872
779	3.545112764
780	3.544569546
781	3.542706981
782	3.541681033
783	3.538228752
784	3.537251681
785	3.536912645
786	3.534916371
787	3.534143414
788	3.533799438
789	3.532368497
790	3.532072949
791	3.531805204
792	3.531018519
793	3.530512997
794	3.529011273
795	3.526745548
796	3.524576068
797	3.523272073
798	3.522615668
799	3.52099727
800	3.520036565
801	3.519158643
802	3.518194199
803	3.51712877
804	3.51581218
805	3.515299923
806	3.5139849
807	3.512846705
808	3.51100915
809	3.510330014
810	3.509648991
811	3.508605976
812	3.508483534
813	3.507012249
814	3.505580877
815	3.50502218
816	3.503948181
817	3.50307545
818	3.501517961
819	3.500946497
820	3.500082798
821	3.498841637
822	3.498137586
823	3.496185506
824	3.495321847
825	3.493454718
826	3.49234773
827	3.49127158
828	3.4908078
829	3.490636301
830	3.490199362
831	3.489652674
832	3.489374431
833	3.487921355
834	3.487552357
835	3.48708363
836	3.486620726
837	3.485471537
838	3.484931476
839	3.482769776
840	3.481688131
841	3.480303702
842	3.479419733
843	3.477712974
844	3.476952559
845	3.475664204
846	3.473926637
847	3.473631471
848	3.472127542
849	3.47056241
850	3.469022793
851	3.46746378
852	3.466756255
853	3.465697869
854	3.465042846
855	3.464948777
856	3.463385906
857	3.462630926
858	3.461209971
859	3.460882178
860	3.460213554
861	3.459859145
862	3.458744112
863	3.457388151
864	3.456913222
865	3.4550782
866	3.454598421
867	3.453464717
868	3.452661762
869	3.451826633
870	3.45082402
871	3.448939578
872	3.447650318
873	3.446517405
874	3.445555311
875	3.445135487
876	3.444597457
877	3.443451547
878	3.441968956
879	3.440732081
880	3.436918887
881	3.436438743
882	3.43513496
883	3.43401936
884	3.431353306
885	3.429758068
886	3.42903903
887	3.427672856
888	3.426002216
889	3.425837377
890	3.425316656
891	3.424683083
892	3.424235622
893	3.423407595
894	3.422347746
895	3.422168736
896	3.421387921
897	3.420997145
898	3.420338793
899	3.418041263
900	3.416413381
901	3.416155869
902	3.415506732
903	3.414273616
904	3.412941428
905	3.412556292
906	3.411792421
907	3.411613845
908	3.410885974
909	3.4089359
910	3.40869651
911	3.407019414
912	3.406634403
913	3.405529517
914	3.404882844
915	3.404239693
916	3.402813071
917	3.401391775
918	3.400425473
919	3.400013082
920	3.398978005
921	3.398187773
922	3.396435568
923	3.395638492
924	3.394609039
925	3.393896419
926	3.393280074
927	3.39201416
928	3.391681067
929	3.390493344
930	3.388978227
931	3.388279618
932	3.38688152
933	3.386681377
934	3.386563187
935	3.385636657
936	3.38516009
937	3.384802747
938	3.383818982
939	3.382897091
940	3.382436406
941	3.38210477
942	3.381813441
943	3.381497415
944	3.379981017
945	3.378886773
946	3.377481443
947	3.37641313
948	3.375897551
949	3.37501888
950	3.374339712
951	3.372868763
952	3.37184153
953	3.371678471
954	3.370469672
955	3.368617507
956	3.367586544
957	3.366473975
958	3.366323125
959	3.365330534
960	3.363849363
961	3.363131891
962	3.362489668
963	3.362037473
964	3.360868694
965	3.359015918
966	3.358015959
967	3.356623353
968	3.356085505
969	3.355037154
970	3.353391659
971	3.352047312
972	3.351559821
973	3.351197703
974	3.35034201
975	3.348733212
976	3.348592478
977	3.347685446
978	3.346918832
979	3.346315998
980	3.345913458
981	3.345567982
982	3.345133296
983	3.343934461
984	3.342345664
985	3.342084898
986	3.340201665
987	3.33985452
988	3.338223528
989	3.338007262
990	3.33668743
991	3.333796927
992	3.333708204
993	3.332301528
994	3.331801651
995	3.331642182
996	3.331528432
997	3.331030781
998	3.329431594
999	3.32938014
